city,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI
Mulabagilu,13.1660479,78.3927241,24.75,Good,32.59,Good,302.7,Very Poor,15.59,Good,4.49,Good,74.59,Satisfactory,2
Belur,13.1645671,75.8634851,44.43,Good,50.91,Satisfactory,299.12,Poor,6.38,Good,2.41,Good,106.16,Moderate,3
Karkala,13.2145414,74.9951861,63.97,Satisfactory,69.42,Satisfactory,272.73,Poor,0.68,Good,1.19,Good,129.35,Moderate,4
Chittoor,13.2161224,79.0972819,33.69,Good,42.53,Good,298.46,Poor,11.85,Good,3.57,Good,84.8,Satisfactory,3
Kalasa,13.2322235,75.3582366,58.24,Satisfactory,64.22,Satisfactory,282.77,Poor,2.36,Good,1.6,Good,124.12,Moderate,4
Arasikere,13.3159809,76.256849,36.12,Good,44.68,Good,408.97,Severe,18.94,Good,2.74,Good,48.71,Good,3
Chikkamagaluru,13.318014,75.7738743,48.55,Good,54.82,Satisfactory,291.78,Poor,5.49,Good,2.08,Good,112.53,Moderate,3
Srinivaspur,13.340085,78.2117487,26.97,Good,34.47,Good,316.72,Very Poor,16.27,Good,4.11,Good,75.94,Satisfactory,3
Udupi,13.3419169,74.7473232,64.85,Satisfactory,69.92,Satisfactory,267.21,Poor,0.58,Good,1.02,Good,128.78,Moderate,4
Punganuru,13.36385,78.5721781,28.09,Good,36.9,Good,337.99,Very Poor,17.43,Good,4.41,Good,72.12,Satisfactory,3
Sidlaghatta,13.3885218,77.8641332,26.27,Good,32.71,Good,319.73,Very Poor,15.38,Good,3.9,Good,82.59,Satisfactory,3
Chikkanayakanahalli,13.4190772,76.6202776,29.53,Good,35.65,Good,375.81,Very Poor,16.93,Good,2.48,Good,76.28,Satisfactory,3
Chowdepalle,13.4336063,78.6904747,27.87,Good,36.52,Good,341.35,Very Poor,16.5,Good,3.45,Good,69.02,Satisfactory,3
Satyavedu,13.4433561,79.9553361,55.1,Satisfactory,65.34,Satisfactory,329.24,Very Poor,11.33,Good,6.58,Good,99.13,Satisfactory,4
Sakharayapattana,13.4331791,75.920889,44.38,Good,51.97,Satisfactory,362.41,Very Poor,13.55,Good,2.19,Good,76.41,Satisfactory,3
Hebri,13.459429,74.991552,62.94,Satisfactory,68.7,Satisfactory,271.44,Poor,0.73,Good,1.2,Good,131.65,Moderate,4
Koratagere,13.5215422,77.2358911,31.26,Good,37.12,Good,369.56,Very Poor,15.75,Good,3.77,Good,94.98,Satisfactory,3
Koppa,13.533207,75.3633986,59.05,Satisfactory,65.66,Satisfactory,295.42,Poor,3.57,Good,1.67,Good,122.33,Moderate,4
Kaduru,13.5527523,76.0142384,38.88,Good,46.96,Good,398.39,Very Poor,18.08,Good,2.13,Good,53.18,Satisfactory,3
Chandragiri,13.5842501,79.3166721,33.55,Good,41.54,Good,273.19,Poor,8.94,Good,2.58,Good,88.28,Satisfactory,3
Narasimharajapura,13.6107959,75.5117301,55.54,Satisfactory,63.12,Satisfactory,334.31,Very Poor,8.65,Good,2.09,Good,103.8,Moderate,4
Gauribidanuru,13.6114523,77.5167805,39.05,Good,44.83,Good,393.47,Very Poor,17.08,Good,4.56,Good,98.82,Satisfactory,3
Kundapura,13.6250993,74.6915722,59.64,Satisfactory,64.87,Satisfactory,258.62,Poor,0.66,Good,1.04,Good,130.51,Moderate,4
Madhugiri,13.6601789,77.2140882,36.2,Good,41.62,Good,386.21,Very Poor,16.48,Good,4.01,Good,99.31,Satisfactory,3
Tirthahalli,13.6901992,75.2463699,59.86,Satisfactory,67.1,Satisfactory,308.04,Very Poor,4.78,Good,1.75,Good,120.56,Moderate,4
Tarikere,13.7062309,75.8183561,44.36,Good,52.5,Satisfactory,393.62,Very Poor,17.1,Good,2.09,Good,61.73,Satisfactory,3
Bagepalli,13.7836611,77.7972379,37.31,Good,43.39,Good,380.63,Very Poor,17.77,Good,4.34,Good,93.58,Satisfactory,3
Hosadurga,13.7987759,76.2831034,30.63,Good,39.22,Good,458.81,Severe,26.14,Good,1.4,Good,11.77,Good,3
Hindupur,13.8306127,77.492635,45.28,Good,51.17,Satisfactory,410.58,Severe,15.98,Good,4.41,Good,98.91,Satisfactory,3
Bhadravathi,13.8502075,75.7037863,48.16,Good,55.87,Satisfactory,377.29,Very Poor,14.16,Good,2.57,Good,79.36,Satisfactory,3
Bainduru,13.8662536,74.6270036,54.3,Satisfactory,59.28,Satisfactory,248.04,Poor,0.68,Good,1.03,Good,130.24,Moderate,4
Hosanagara,13.916789,75.0657952,58.31,Satisfactory,64.67,Satisfactory,268.11,Poor,0.88,Good,1.34,Good,136.83,Moderate,4
Shivamogga,13.9326093,75.574978,51.54,Satisfactory,58.8,Satisfactory,341.0,Very Poor,9.74,Good,2.16,Good,98.46,Satisfactory,4
Madakasira,13.9405457,77.272588,41.56,Good,47.07,Good,395.39,Very Poor,15.08,Good,3.79,Good,98.8,Satisfactory,3
Venkatagiri,13.957582,79.5809332,45.9,Good,54.21,Satisfactory,300.84,Very Poor,8.41,Good,3.05,Good,90.84,Satisfactory,3
Bhatkal,13.9873619,74.5544089,52.29,Satisfactory,56.58,Satisfactory,238.01,Poor,0.58,Good,0.88,Good,126.94,Moderate,4
Channagiri,14.0252,75.925,40.65,Good,47.72,Good,394.7,Very Poor,17.23,Good,2.24,Good,59.08,Satisfactory,3
Murdeshwar,14.0959549,74.4883354,47.21,Good,51.39,Satisfactory,228.92,Poor,0.63,Good,0.89,Good,126.81,Moderate,3
Penukonda,14.0846808,77.5966537,51.51,Satisfactory,57.52,Satisfactory,427.66,Severe,14.88,Good,4.26,Good,98.99,Satisfactory,4
Pavagada,14.0994177,77.2804049,46.92,Good,52.53,Satisfactory,404.55,Severe,13.68,Good,3.58,Good,98.28,Satisfactory,3
Sagara,14.1665017,75.0263852,52.44,Satisfactory,58.26,Satisfactory,254.54,Poor,0.86,Good,1.27,Good,136.29,Moderate,4
Santebennur,14.1698888,76.0033586,36.19,Good,42.85,Good,394.85,Very Poor,18.57,Good,1.78,Good,47.05,Good,3
Kothacheruvu,14.1870879,77.7671355,53.31,Satisfactory,60.32,Satisfactory,476.47,Severe,20.01,Good,4.4,Good,89.12,Satisfactory,4
Talaguppa,14.2148828,74.911064,45.1,Good,49.96,Good,233.92,Poor,0.79,Good,1.11,Good,132.72,Moderate,3
Honnali,14.2389785,75.6457434,42.04,Good,49.31,Good,411.11,Severe,17.49,Good,2.84,Good,63.77,Satisfactory,3
Shikaripura,14.2639661,75.3587796,45.07,Good,51.0,Satisfactory,297.71,Poor,6.39,Good,1.76,Good,111.74,Moderate,3
Honnavar,14.2810827,74.4446716,42.13,Good,46.2,Good,219.83,Poor,0.67,Good,0.9,Good,126.67,Moderate,3
Challakere,14.3167885,76.6521533,38.35,Good,43.28,Good,356.32,Very Poor,11.86,Good,1.69,Good,78.9,Satisfactory,3
Siddapura,14.3409562,74.8924253,45.1,Good,49.96,Good,233.92,Poor,0.79,Good,1.11,Good,132.72,Moderate,3
Malebennuru,14.3533447,75.7384255,42.04,Good,49.31,Good,411.11,Severe,17.49,Good,2.84,Good,63.77,Satisfactory,3
Siralkoppa,14.381916,75.2487921,45.07,Good,51.0,Satisfactory,297.71,Poor,6.39,Good,1.76,Good,111.74,Moderate,3
Dharmavaram,14.4138405,77.7208432,61.21,Satisfactory,68.06,Satisfactory,458.17,Severe,15.96,Good,4.55,Good,96.2,Satisfactory,4
Kumta,14.4271622,74.4117058,39.83,Good,43.95,Good,216.5,Poor,0.71,Good,0.92,Good,125.32,Moderate,3
Kovur,14.5036085,79.9868404,74.77,Satisfactory,83.56,Satisfactory,353.98,Very Poor,5.7,Good,2.69,Good,99.32,Satisfactory,4
Harihara,14.5116874,75.809288,42.18,Good,48.74,Good,407.79,Severe,19.26,Good,2.52,Good,64.54,Satisfactory,3
Kalyandurg,14.5517958,77.1119702,49.26,Good,54.31,Satisfactory,357.37,Very Poor,8.54,Good,2.51,Good,104.41,Moderate,3
Gokarna,14.5439629,74.3184418,41.39,Good,45.69,Good,219.79,Poor,0.69,Good,0.96,Good,124.54,Moderate,3
Kamalapuram,14.5962938,78.6704194,50.06,Satisfactory,57.58,Satisfactory,358.16,Very Poor,9.61,Good,3.65,Good,92.68,Satisfactory,4
Sirsi,14.6192362,74.8388611,38.16,Good,42.67,Good,227.97,Poor,1.43,Good,1.21,Good,126.88,Moderate,3
Ranebennur,14.6165795,75.6341529,46.51,Good,53.87,Satisfactory,459.36,Severe,26.87,Good,3.04,Good,63.28,Satisfactory,3
Byadagi,14.6719843,75.4858218,43.83,Good,50.29,Satisfactory,386.4,Very Poor,18.69,Good,2.49,Good,84.52,Satisfactory,3
Ankola,14.6599889,74.3047846,38.53,Good,42.8,Good,214.91,Poor,0.7,Good,0.96,Good,123.05,Moderate,3
Badvel,14.7433614,79.0610394,59.82,Satisfactory,67.04,Satisfactory,330.64,Very Poor,5.89,Good,3.57,Good,99.55,Satisfactory,4
Harapanahalli,14.7880219,75.988032,45.57,Good,52.15,Satisfactory,420.15,Severe,21.19,Good,2.72,Good,71.19,Satisfactory,3
Hanagalla,14.7653513,75.1244336,38.47,Good,43.15,Good,235.37,Poor,1.78,Good,1.35,Good,128.34,Moderate,3
Haveri,14.7874825,75.3996731,41.15,Good,46.72,Good,311.73,Very Poor,10.33,Good,1.92,Good,106.21,Moderate,3
Kotturu,14.8243692,76.2252832,49.38,Good,54.38,Satisfactory,333.63,Very Poor,6.76,Good,2.51,Good,107.02,Moderate,3
Karwar,14.8120931,74.1319229,36.11,Good,40.36,Good,210.2,Poor,0.66,Good,0.98,Good,120.52,Moderate,3
Ramapura,14.8812342,76.7822541,50.27,Satisfactory,54.82,Satisfactory,312.63,Very Poor,4.83,Good,1.85,Good,116.14,Moderate,4
Bankapura,14.9217443,75.2639298,39.19,Good,44.58,Good,318.58,Very Poor,12.26,Good,2.0,Good,103.48,Moderate,3
Uravakonda,14.9467802,77.2577907,57.52,Satisfactory,62.36,Satisfactory,308.42,Very Poor,3.95,Good,3.04,Good,120.45,Moderate,4
Yellapura,14.9634438,74.7120788,34.96,Good,39.24,Good,217.43,Poor,1.26,Good,1.11,Good,123.29,Moderate,3
Mundgod,14.9715262,75.0413079,34.42,Good,38.81,Good,232.57,Poor,2.25,Good,1.41,Good,124.65,Moderate,3
Chagalamarri,14.9645072,78.5891171,57.69,Satisfactory,64.32,Satisfactory,334.55,Very Poor,6.72,Good,6.19,Good,104.08,Moderate,4
Savanuru,14.9750243,75.3397064,39.19,Good,44.58,Good,318.58,Very Poor,12.26,Good,2.0,Good,103.48,Moderate,3
Shiggaon,14.9899007,75.2234815,39.19,Good,44.58,Good,318.58,Very Poor,12.26,Good,2.0,Good,103.48,Moderate,3
Huvina Hadagali,15.020624,75.9318973,51.31,Satisfactory,57.35,Satisfactory,403.06,Severe,19.14,Good,4.72,Good,87.27,Satisfactory,4
Hagaribommanahalli,15.0468189,76.2117626,51.42,Satisfactory,56.54,Satisfactory,339.3,Very Poor,8.6,Good,5.85,Good,107.36,Moderate,4
Pamuru,15.0944,79.4138,72.98,Satisfactory,80.3,Satisfactory,354.89,Very Poor,4.97,Good,3.86,Good,103.48,Moderate,4
Lakshmeshvara,15.1248456,75.472885,47.14,Good,52.99,Satisfactory,376.18,Very Poor,17.75,Good,3.29,Good,88.98,Satisfactory,3
Kalaghatagi,15.1818921,74.9718465,38.08,Good,42.59,Good,238.63,Poor,2.68,Good,1.34,Good,116.69,Moderate,3
Mundaragi,15.2051817,75.8840183,53.66,Satisfactory,59.14,Satisfactory,373.87,Very Poor,15.2,Good,6.52,Good,96.8,Satisfactory,4
Kandukur,15.213,79.9071,85.96,Satisfactory,93.65,Satisfactory,377.6,Very Poor,4.83,Good,3.02,Good,108.5,Moderate,5
Shirahatti,15.234576,75.5791999,50.31,Satisfactory,55.63,Satisfactory,350.68,Very Poor,13.55,Good,4.0,Good,95.04,Satisfactory,4
Kundagola,15.2565128,75.2478662,46.87,Good,51.9,Satisfactory,311.42,Very Poor,9.36,Good,2.79,Good,98.81,Satisfactory,3
Kamalapura,15.3044681,76.4756219,55.95,Satisfactory,61.19,Satisfactory,343.15,Very Poor,10.51,Good,9.43,Good,108.07,Moderate,4
Sirvel,15.3211685,78.5344897,55.69,Satisfactory,61.77,Satisfactory,345.07,Very Poor,7.65,Good,8.39,Good,104.69,Moderate,4
Haliyal,15.3299733,74.7646665,39.52,Good,44.12,Good,233.98,Poor,2.19,Good,1.29,Good,116.13,Moderate,3
Tanguturu,15.3401504,80.0393196,96.59,Satisfactory,105.16,Moderate,390.29,Very Poor,4.61,Good,3.21,Good,113.06,Moderate,5
Kampli,15.4061695,76.604451,62.53,Satisfactory,68.09,Satisfactory,355.74,Very Poor,13.45,Good,13.59,Good,104.57,Moderate,4
Kanigiri,15.4064336,79.5066283,73.61,Satisfactory,80.28,Satisfactory,375.08,Very Poor,5.16,Good,5.43,Good,108.69,Moderate,4
Gadag-Betageri,15.4221812,75.6376639,56.26,Satisfactory,60.96,Satisfactory,341.72,Very Poor,10.74,Good,6.19,Good,105.46,Moderate,4
Annigeri,15.4260116,75.4333351,53.48,Satisfactory,58.26,Satisfactory,325.21,Very Poor,9.35,Good,4.72,Good,101.09,Moderate,4
Gangavathi,15.4308872,76.5319723,59.01,Satisfactory,64.48,Satisfactory,353.22,Very Poor,12.88,Good,13.08,Good,106.29,Moderate,4
Dharwad,15.4540505,75.0066516,47.93,Good,52.85,Satisfactory,289.61,Poor,6.39,Good,1.59,Good,91.63,Satisfactory,3
Holagunda,15.4884707,77.0462224,68.08,Satisfactory,73.8,Satisfactory,356.61,Very Poor,12.02,Good,11.84,Good,104.68,Moderate,4
Tekkalakote,15.5337852,76.8772225,66.04,Satisfactory,71.7,Satisfactory,358.25,Very Poor,14.02,Good,14.1,Good,102.85,Moderate,4
Valpoi,15.531466,74.1372751,37.28,Good,41.9,Good,212.8,Poor,0.69,Good,1.22,Good,121.55,Moderate,3
Navalgund,15.5582208,75.3538481,50.7,Satisfactory,55.55,Satisfactory,307.84,Very Poor,7.9,Good,3.19,Good,96.48,Satisfactory,4
Kanakagiri,15.5696792,76.4189879,59.01,Satisfactory,64.48,Satisfactory,353.22,Very Poor,12.88,Good,13.08,Good,106.29,Moderate,4
Naregalla,15.5736978,75.8078454,56.01,Satisfactory,60.93,Satisfactory,344.71,Very Poor,11.26,Good,8.31,Good,106.32,Moderate,4
Sankhali,15.5626483,74.0114543,37.28,Good,41.9,Good,212.8,Poor,0.69,Good,1.22,Good,121.55,Moderate,3
Kitturu,15.5993334,74.7878902,41.8,Good,46.57,Good,242.26,Poor,2.65,Good,1.38,Good,112.54,Moderate,3
Adoni,15.6261417,77.2723701,75.89,Satisfactory,82.75,Satisfactory,388.0,Very Poor,13.47,Good,10.21,Good,99.06,Satisfactory,5
Yelburga,15.6152511,76.0127786,56.29,Satisfactory,61.52,Satisfactory,350.53,Very Poor,11.5,Good,9.42,Good,107.98,Moderate,4
Siruguppa,15.6345569,76.8937407,68.89,Satisfactory,75.47,Satisfactory,386.35,Very Poor,17.96,Good,14.8,Good,94.93,Satisfactory,4
Ron,15.6996944,75.7349912,57.88,Satisfactory,62.63,Satisfactory,342.11,Very Poor,9.89,Good,5.72,Good,111.42,Moderate,4
Pernem,15.7166084,73.7972383,53.12,Satisfactory,58.95,Satisfactory,239.86,Poor,0.74,Good,2.37,Good,126.81,Moderate,4
Naragunda,15.7220381,75.3846247,59.04,Satisfactory,64.27,Satisfactory,325.86,Very Poor,8.57,Good,3.19,Good,88.67,Satisfactory,4
Gajendragad,15.7322026,75.9644618,57.09,Satisfactory,62.07,Satisfactory,346.32,Very Poor,10.69,Good,7.57,Good,109.7,Moderate,4
Kushtagi,15.7571579,76.190682,56.29,Satisfactory,61.52,Satisfactory,350.53,Very Poor,11.5,Good,9.42,Good,107.98,Moderate,4
Turavihala,15.7620689,76.5976263,59.96,Satisfactory,65.8,Satisfactory,365.31,Very Poor,14.19,Good,12.45,Good,102.47,Moderate,4
Yemmiganuru,15.7680956,77.4819037,79.38,Satisfactory,86.39,Satisfactory,388.83,Very Poor,11.2,Good,7.9,Good,101.14,Moderate,5
Savadatti,15.7671818,75.1174834,59.61,Satisfactory,65.09,Satisfactory,317.25,Very Poor,7.88,Good,1.87,Good,76.8,Satisfactory,4
Sindhanur,15.7692192,76.7549604,64.43,Satisfactory,70.63,Satisfactory,375.85,Very Poor,16.08,Good,13.63,Good,98.7,Satisfactory,4
Vetapalem,15.7807768,80.3070955,118.76,Moderate,128.04,Moderate,425.42,Severe,3.75,Good,3.55,Good,122.85,Moderate,5
Banda,15.8136549,73.8634219,69.17,Satisfactory,75.47,Satisfactory,270.59,Poor,0.85,Good,3.49,Good,134.98,Moderate,4
Bailahongala,15.816422,74.8568692,72.18,Satisfactory,78.26,Satisfactory,327.39,Very Poor,6.86,Good,2.62,Good,86.36,Satisfactory,4
Mantralayam,15.9413643,77.4236981,86.61,Satisfactory,94.76,Satisfactory,424.32,Severe,14.43,Good,8.54,Good,93.93,Satisfactory,5
Munavalli,15.8537336,75.1201998,71.3,Satisfactory,77.32,Satisfactory,343.88,Very Poor,9.31,Good,2.14,Good,62.39,Satisfactory,4
Nandikotkur,15.8562,78.27,75.08,Satisfactory,82.18,Satisfactory,389.21,Very Poor,9.09,Good,4.7,Good,96.78,Satisfactory,5
Vengurla,15.8619866,73.6321565,66.72,Satisfactory,73.01,Satisfactory,264.14,Poor,0.82,Good,3.35,Good,133.03,Moderate,4
Muragod,15.8910179,74.9310127,72.18,Satisfactory,78.26,Satisfactory,327.39,Very Poor,6.86,Good,2.62,Good,86.36,Satisfactory,4
Sawantwadi,15.9079601,73.8205306,69.17,Satisfactory,75.47,Satisfactory,270.59,Poor,0.85,Good,3.49,Good,134.98,Moderate,4
Ilakal,15.9598085,76.11564,56.83,Satisfactory,62.13,Satisfactory,353.38,Very Poor,11.21,Good,8.4,Good,108.79,Moderate,4
Manvi,15.9967483,77.0481181,76.7,Satisfactory,84.41,Satisfactory,417.9,Severe,19.44,Good,13.19,Good,89.26,Satisfactory,5
Aiza,16.0154973,77.6665729,92.28,Satisfactory,101.08,Moderate,442.65,Severe,15.06,Good,7.17,Good,88.47,Satisfactory,5
Kudal,16.0087654,73.6871941,80.31,Satisfactory,87.06,Satisfactory,288.42,Poor,0.9,Good,4.34,Good,139.25,Moderate,5
Mudagal,16.012447,76.4410153,61.86,Satisfactory,68.43,Satisfactory,389.69,Very Poor,16.85,Good,11.2,Good,94.75,Satisfactory,4
Hunagund,16.0618821,76.0603359,57.37,Satisfactory,62.75,Satisfactory,356.23,Very Poor,10.93,Good,7.38,Good,109.6,Moderate,4
Kavitala,16.1074146,76.7943062,68.23,Satisfactory,75.72,Satisfactory,416.47,Severe,21.4,Good,13.71,Good,86.81,Satisfactory,4
Lingasugur,16.1563,76.5242,61.86,Satisfactory,68.43,Satisfactory,389.69,Very Poor,16.85,Good,11.2,Good,94.75,Satisfactory,4
Lokapura,16.1627427,75.3685939,75.7,Satisfactory,81.69,Satisfactory,360.6,Very Poor,9.86,Good,3.2,Good,73.47,Satisfactory,5
Siravara,16.1753157,77.02154,81.01,Satisfactory,89.72,Satisfactory,448.76,Severe,23.18,Good,13.87,Good,81.5,Satisfactory,5
Gokak,16.1693033,74.8224338,85.85,Satisfactory,92.54,Satisfactory,357.08,Very Poor,7.99,Good,3.17,Good,78.71,Satisfactory,5
Raichur,16.1983225,77.3527444,87.42,Satisfactory,96.43,Satisfactory,454.25,Severe,20.41,Good,11.52,Good,84.12,Satisfactory,5
Gadahinglaj,16.2236857,74.3515888,98.35,Satisfactory,105.32,Moderate,342.11,Very Poor,2.46,Good,4.58,Good,143.91,Moderate,5
Tenali,16.2377735,80.6464219,152.23,Moderate,162.7,Moderate,467.63,Severe,2.83,Good,5.52,Good,140.95,Moderate,5
Hukkeri,16.230857,74.6029767,96.62,Satisfactory,103.52,Moderate,370.65,Very Poor,6.1,Good,4.09,Good,113.62,Moderate,5
Sankeshwara,16.2595741,74.4843495,100.51,Moderate,107.51,Moderate,355.63,Very Poor,3.2,Good,4.75,Good,141.58,Moderate,5
Kankavali,16.2659486,73.7100588,90.5,Satisfactory,97.26,Satisfactory,306.27,Very Poor,0.94,Good,4.09,Good,146.65,Moderate,5
Gargoti,16.3159183,74.1442177,96.2,Satisfactory,103.13,Moderate,328.6,Very Poor,1.72,Good,4.42,Good,146.24,Moderate,5
Bilagi,16.3464175,75.6190861,72.65,Satisfactory,78.16,Satisfactory,387.06,Very Poor,12.13,Good,4.58,Good,116.83,Moderate,4
Muddebihala,16.3351078,76.1339556,68.5,Satisfactory,74.31,Satisfactory,381.54,Very Poor,12.53,Good,6.77,Good,111.13,Moderate,4
Mudhol,16.3338591,75.2870794,83.45,Satisfactory,89.76,Satisfactory,394.62,Very Poor,11.77,Good,3.41,Good,79.24,Satisfactory,5
Vuyyuru,16.3649657,80.8426132,157.1,Moderate,167.72,Moderate,466.19,Severe,2.14,Good,5.77,Good,148.45,Moderate,5
Mahalingapura,16.3879888,75.1115893,88.85,Satisfactory,95.55,Satisfactory,398.4,Very Poor,11.59,Good,2.83,Good,60.43,Satisfactory,5
Nippani,16.4020402,74.3842372,107.18,Moderate,114.09,Moderate,363.58,Very Poor,3.07,Good,4.43,Good,145.74,Moderate,5
Devadurga,16.4210218,76.9330038,88.32,Satisfactory,96.28,Satisfactory,428.51,Severe,20.05,Good,11.03,Good,102.75,Moderate,5
Chikkodi,16.4265276,74.5861323,109.46,Moderate,116.51,Moderate,380.77,Very Poor,4.1,Good,4.71,Good,141.06,Moderate,5
Gudivada,16.4330413,80.9936856,162.98,Moderate,174.11,Moderate,484.54,Severe,2.88,Good,7.42,Good,148.96,Moderate,5
Kolahara,16.4719099,75.695105,84.18,Satisfactory,90.36,Satisfactory,430.98,Severe,16.05,Good,4.38,Good,110.31,Moderate,5
Narasapuram,16.4386399,81.7014603,153.44,Moderate,164.56,Moderate,472.24,Severe,0.93,Good,5.58,Good,155.2,Moderate,5
Hunasagi,16.4579407,76.5170932,81.02,Satisfactory,87.85,Satisfactory,405.87,Severe,15.45,Good,8.39,Good,110.13,Moderate,5
Talikoti,16.474468,76.311706,77.37,Satisfactory,83.63,Satisfactory,394.56,Very Poor,13.16,Good,7.06,Good,113.83,Moderate,5
Rabakavi Banahatti,16.4787444,75.1201255,94.7,Satisfactory,101.54,Moderate,426.91,Severe,12.48,Good,3.25,Good,72.3,Satisfactory,5
Mangalagiri,16.4318209,80.5688069,150.61,Moderate,161.3,Moderate,481.91,Severe,4.36,Good,6.85,Good,136.13,Moderate,5
Piduguralla,16.4822329,79.8856947,96.4,Satisfactory,103.65,Moderate,425.71,Severe,5.51,Good,3.21,Good,110.21,Moderate,5
Rayabag,16.4916168,74.7741341,104.54,Moderate,111.52,Moderate,397.11,Very Poor,7.01,Good,4.21,Good,117.29,Moderate,5
Teradala,16.4936178,75.0468551,94.7,Satisfactory,101.54,Moderate,426.91,Severe,12.48,Good,3.25,Good,72.3,Satisfactory,5
Tadepalle,16.4791081,80.61834,156.8,Moderate,167.71,Moderate,483.22,Severe,3.62,Good,7.14,Good,142.54,Moderate,5
Jamakhandi,16.503896,75.2910386,91.19,Satisfactory,97.81,Satisfactory,428.26,Severe,13.66,Good,3.63,Good,84.94,Satisfactory,5
Makhtal,16.5010823,77.5133174,103.02,Moderate,111.85,Moderate,449.04,Severe,16.74,Good,8.68,Good,99.33,Satisfactory,5
Surapura,16.5208523,76.7591995,84.67,Satisfactory,92.07,Satisfactory,417.19,Severe,17.75,Good,9.71,Good,106.44,Moderate,5
Kaikaluru,16.5511918,81.213131,163.92,Moderate,175.2,Moderate,481.31,Severe,1.74,Good,7.0,Good,155.34,Moderate,5
Bhimavaram,16.5427689,81.527344,158.68,Moderate,169.88,Moderate,476.78,Severe,1.33,Good,6.29,Good,155.27,Moderate,5
Gannavaram,16.5407546,80.8051601,162.98,Moderate,174.11,Moderate,484.54,Severe,2.88,Good,7.42,Good,148.96,Moderate,5
Gurazala,16.5589293,79.6368235,93.34,Satisfactory,100.32,Moderate,416.33,Severe,5.75,Good,2.89,Good,105.8,Moderate,5
Basavana Bagevadi,16.5738547,75.9747123,81.91,Satisfactory,88.12,Satisfactory,418.89,Severe,15.09,Good,5.27,Good,111.48,Moderate,5
Kagal,16.5750891,74.3152571,107.18,Moderate,114.09,Moderate,363.58,Very Poor,3.07,Good,4.43,Good,145.74,Moderate,5
Akividu,16.582052,81.3732748,163.92,Moderate,175.2,Moderate,481.31,Severe,1.74,Good,7.0,Good,155.34,Moderate,5
Dachepalli,16.5932206,79.7363829,93.34,Satisfactory,100.32,Moderate,416.33,Severe,5.75,Good,2.89,Good,105.8,Moderate,5
Mummidivaram,16.6442012,82.1078853,146.97,Moderate,157.63,Moderate,449.18,Severe,0.81,Good,5.39,Good,154.88,Moderate,5
Managoli,16.6523998,75.8127383,93.24,Satisfactory,100.0,Satisfactory,453.3,Severe,17.83,Good,4.87,Good,108.98,Moderate,5
Kembhavi,16.6513126,76.5325062,90.6,Satisfactory,97.56,Satisfactory,413.93,Severe,14.76,Good,6.99,Good,117.79,Moderate,5
Kurundwad,16.6810968,74.5915436,118.41,Moderate,125.52,Moderate,405.93,Severe,4.99,Good,4.68,Good,140.53,Moderate,5
Shahapura,16.6991627,76.8410045,95.18,Satisfactory,102.92,Moderate,421.16,Severe,17.11,Good,8.45,Good,114.63,Moderate,5
Gogi,16.73202,76.747477,92.89,Satisfactory,100.24,Moderate,417.54,Severe,15.94,Good,7.72,Good,116.21,Moderate,5
Narayanpet,16.7477612,77.4949954,107.61,Moderate,116.2,Moderate,443.53,Severe,16.28,Good,8.43,Good,105.75,Moderate,5
Mahbubnagar,16.7434538,77.9923191,112.38,Moderate,121.32,Moderate,441.32,Severe,13.15,Good,6.18,Good,100.59,Moderate,5
Yadgiri,16.7670964,77.1403984,99.33,Satisfactory,107.35,Moderate,428.56,Severe,16.84,Good,8.44,Good,111.72,Moderate,5
Jaysingpur,16.7789886,74.5564244,118.41,Moderate,125.52,Moderate,405.93,Severe,4.99,Good,4.68,Good,140.53,Moderate,5
Nandigama,16.7734733,80.2855279,133.54,Moderate,143.18,Moderate,471.65,Severe,5.35,Good,6.76,Good,129.78,Moderate,5
Gurumathakal,16.8679694,77.3929333,110.33,Moderate,118.98,Moderate,463.44,Severe,19.85,Good,9.78,Good,109.1,Moderate,5
Tadepallegudem,16.8165294,81.5296984,171.05,Moderate,182.9,Moderate,518.11,Severe,3.71,Good,8.23,Good,142.16,Moderate,5
Devara Hipparagi,16.8159903,76.0650583,97.21,Satisfactory,103.9,Moderate,434.95,Severe,15.29,Good,5.74,Good,117.57,Moderate,5
Miraj,16.8190307,74.6432382,117.98,Moderate,125.63,Moderate,445.25,Severe,8.95,Good,4.49,Good,119.5,Moderate,5
Vijayapura,16.8269911,75.7175387,99.38,Satisfactory,106.14,Moderate,468.23,Severe,18.58,Good,4.68,Good,108.85,Moderate,5
Tikota,16.8431559,75.5226828,100.05,Moderate,106.92,Moderate,465.87,Severe,16.89,Good,4.56,Good,104.1,Moderate,5
Lanja,16.8589596,73.5486886,114.74,Moderate,121.89,Moderate,346.05,Very Poor,1.14,Good,3.78,Good,161.9,Moderate,5
Sangli,16.8502534,74.5948885,126.26,Moderate,134.21,Moderate,436.17,Severe,6.5,Good,4.57,Good,132.56,Moderate,5
Miryalaguda,16.8710119,79.5617353,101.13,Moderate,107.88,Moderate,414.35,Severe,6.7,Good,2.66,Good,97.16,Satisfactory,5
